Date,TemperatureHighF,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn,stationid,lat_dd,lon_dd,elev_wund
2013-1-1,56.1,42.2,32.3,36.6,30.4,24.9,96,67,30,30.3,30.21,8,2,11,0,kcasanta225,38.462,-122.629,460
2013-1-2,56.1,39.6,27.6,36.9,30.8,25.2,92,73,44,30.26,30.15,6,1,7,0,kcasanta225,38.462,-122.629,460
2013-1-3,55.8,40.7,28.9,39.9,32.9,26.2,91,76,47,30.3,30.18,3,1,4,0,kcasanta225,38.462,-122.629,460
2013-1-4,58.6,42.8,32.4,41.5,35.5,30.1,94,77,50,30.31,30.19,3,1,4,0,kcasanta225,38.462,-122.629,460
2013-1-5,49.4,42.9,32.7,44.1,39.1,29.5,94,87,78,30.27,30.07,9,2,10,0.29,kcasanta225,38.462,-122.629,460
2013-1-6,53.9,45.4,38.5,44.3,41.1,36.7,95,85,66,30.21,30.08,7,1,9,0,kcasanta225,38.462,-122.629,460
2013-1-7,61.9,46.1,35.2,50.2,41,33.6,96,84,60,30.27,30.16,3,1,6,0,kcasanta225,38.462,-122.629,460
2013-1-15,35.7,34.3,33.1,31.6,30.6,29.7,88,86,84,30.45,30.44,3,1,4,0,kcasanta225,38.462,-122.629,460
2013-1-16,59.9,41.1,29.2,37.6,32.3,26.8,93,74,38,30.47,30.29,3,1,5,0,kcasanta225,38.462,-122.629,460
2013-1-17,63.4,42.9,29.3,40.8,33.8,27,95,73,37,30.3,30.17,2,1,4,0,kcasanta225,38.462,-122.629,460
2013-1-18,64.7,44.5,31.2,41.1,34.5,28.9,94,70,40,30.25,30.15,3,1,5,0,kcasanta225,38.462,-122.629,460
2013-1-19,67.9,45.7,31.3,40.7,31.1,26.2,85,60,22,30.27,30.17,8,1,10,0,kcasanta225,38.462,-122.629,460
2013-1-20,65.2,45.7,32.2,40.9,32.3,26.9,83,62,36,30.25,30.13,4,1,6,0,kcasanta225,38.462,-122.629,460
2013-1-21,64.2,45.7,30.8,39.4,33,26.3,85,63,38,30.19,30.1,5,1,7,0,kcasanta225,38.462,-122.629,460
2013-1-22,64.2,48.4,31.5,40.6,34.7,27.4,86,60,35,30.13,30,8,2,10,0,kcasanta225,38.462,-122.629,460
2013-1-23,54.2,49.3,46.7,48.6,42.6,35.7,96,79,56,30.1,29.97,7,2,10,0.41,kcasanta225,38.462,-122.629,460
2013-1-24,59.9,51,47.3,54.1,48.9,46.4,97,93,80,30.2,30.08,5,1,6,0,kcasanta225,38.462,-122.629,460
2013-1-25,62.2,53.7,47.1,54.3,50.3,46,97,89,71,30.21,30.05,3,1,4,0.01,kcasanta225,38.462,-122.629,460
2013-1-26,58.5,49.2,38.8,48.1,40.3,33.7,97,74,43,30.08,29.97,5,1,11,0,kcasanta225,38.462,-122.629,460
2013-1-27,56.6,43.3,33,37.1,33.4,30.3,95,71,38,30.2,30.07,3,1,6,0,kcasanta225,38.462,-122.629,460
2013-1-28,59.1,44.9,34.7,39.1,36,31.6,90,73,44,30.31,30.18,3,1,6,0,kcasanta225,38.462,-122.629,460
2013-1-29,63.7,48.5,36.6,41.7,38.2,33.4,88,70,40,30.37,30.28,4,2,7,0,kcasanta225,38.462,-122.629,460
2013-1-30,67.4,50.3,38.1,47.2,41,35.1,93,73,42,30.35,30.26,4,1,6,0,kcasanta225,38.462,-122.629,460
2013-1-31,67.1,49.7,37.8,47.1,41.4,34.5,92,75,45,30.31,30.19,3,1,5,0,kcasanta225,38.462,-122.629,460
2013-2-1,69.6,50.4,36.8,47.6,41.1,34.3,96,74,33,30.23,30.12,6,1,8,0,kcasanta225,38.462,-122.629,460
2013-2-2,59.2,46.5,39.4,49.1,42.7,37.3,96,87,69,30.32,30.22,3,1,5,0,kcasanta225,38.462,-122.629,460
2013-2-3,60.8,47.9,40.2,48.3,43.7,37.4,97,87,61,30.27,30.15,4,1,6,0.01,kcasanta225,38.462,-122.629,460
2013-2-4,56.8,44.4,34.8,47.9,41.4,33.8,97,90,69,30.19,30.08,3,1,5,0.01,kcasanta225,38.462,-122.629,460
2013-2-5,61.3,47.5,40.2,47.5,42.2,37,94,83,58,30.18,30.06,5,1,6,0,kcasanta225,38.462,-122.629,460
2013-2-6,59.3,44.8,33.6,43.4,37.6,31.1,93,78,46,30.22,30.11,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-2-7,56.1,45.1,35.7,45.7,38.7,33.4,96,80,43,30.17,30,6,2,11,0.27,kcasanta225,38.462,-122.629,460
2013-2-8,58.7,44,33.1,40.6,34,27.6,96,71,33,30.03,29.95,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-2-9,61.1,44.8,31.2,34.1,29.9,23.3,85,59,27,30.11,30.01,5,2,7,0,kcasanta225,38.462,-122.629,460
2013-2-10,64.5,44.7,31.4,43.7,33.9,26.9,86,68,33,30.14,30.02,4,1,9,0,kcasanta225,38.462,-122.629,460
2013-2-11,67.7,50.4,37.8,37.6,31.5,26.5,82,52,23,30.24,30.1,7,2,10,0,kcasanta225,38.462,-122.629,460
2013-2-12,62,44.7,33.2,46.1,38.1,30.6,90,78,51,30.34,30.24,4,1,5,0,kcasanta225,38.462,-122.629,460
2013-2-13,48,39.9,33.9,41.8,36.9,31.8,96,89,77,30.35,30.23,2,0,2,0,kcasanta225,38.462,-122.629,460
2013-2-14,71.6,51,35.3,48.1,41.3,33.9,96,73,36,30.26,30.17,3,1,6,0,kcasanta225,38.462,-122.629,460
2013-2-15,72.8,53.1,37.2,46.7,40.9,33.5,89,67,35,30.28,30.22,4,1,6,0,kcasanta225,38.462,-122.629,460
2013-2-16,71.1,52.7,41.7,46,41.1,37.5,89,68,31,30.26,30.05,3,1,4,0,kcasanta225,38.462,-122.629,460
2013-2-17,63.3,48.1,35.7,43.5,38.1,33.6,95,71,41,30.06,29.98,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-2-18,52.8,42.8,33,41.9,37.3,30.4,94,82,64,30.04,29.93,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-2-19,50.3,41.2,32.3,42.6,34.9,29.1,94,79,49,29.98,29.75,5,1,12,0.22,kcasanta225,38.462,-122.629,460
2013-2-20,60.3,44.1,30.1,36.9,32.8,27.5,92,68,33,30.08,29.87,4,2,7,0,kcasanta225,38.462,-122.629,460
2013-2-21,63.2,46.6,32.3,37,32.3,24.4,91,63,26,30.19,30.07,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-2-22,63.5,48.4,34.6,43.1,37,30.8,88,68,35,30.26,30.17,5,1,7,0,kcasanta225,38.462,-122.629,460
2013-2-23,60.2,48.9,37.4,41.4,34,27.3,90,60,30,30.28,30.17,4,2,12,0,kcasanta225,38.462,-122.629,460
2013-2-24,68.2,50.4,36.5,33.6,26.1,13,77,44,12,30.28,30.16,6,2,14,0,kcasanta225,38.462,-122.629,460
2013-2-25,39.8,38.2,36.1,33.6,32.5,31.1,86,80,74,30.27,30.23,2,1,4,0,kcasanta225,38.462,-122.629,460
2013-2-27,54.8,52.8,51.1,43.3,41.6,40.6,72,66,59,30.37,30.3,2,1,2,0,kcasanta225,38.462,-122.629,460
2013-2-28,70,56.5,45.7,53.1,47.7,41.7,93,74,52,30.45,30.37,5,1,9,0,kcasanta225,38.462,-122.629,460
2013-3-1,73.8,56.3,41.8,52,47.3,39.9,96,75,43,30.44,30.25,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-2,70.8,57.1,46,53.6,48.8,44.2,95,76,50,30.26,30.06,6,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-3,66.4,52.7,43.1,49.9,45.9,41.1,94,79,50,30.1,30.02,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-4,57.1,45.9,36.7,47,41.9,33.9,96,87,66,30.16,30.07,3,1,7,0,kcasanta225,38.462,-122.629,460
2013-3-5,53.2,45.2,35.1,45.6,40,32.9,95,83,67,30.09,29.81,13,3,18,0.3,kcasanta225,38.462,-122.629,460
2013-3-6,54.9,47.3,37.2,46.3,40.2,34.6,92,78,52,30.07,29.81,9,4,14,0.18,kcasanta225,38.462,-122.629,460
2013-3-7,53.9,44.6,34.4,42.6,36.8,32.7,95,76,50,30.01,29.89,5,1,9,0,kcasanta225,38.462,-122.629,460
2013-3-8,64.8,48.7,35.9,43.3,36,31,88,66,29,30.05,29.85,4,2,8,0,kcasanta225,38.462,-122.629,460
2013-3-9,70.3,51.7,36.1,43.1,37.9,28.6,91,64,22,30.33,30.05,6,2,8,0,kcasanta225,38.462,-122.629,460
2013-3-10,70,52.8,36.6,44.7,37,27.8,87,59,25,30.35,30.25,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-3-11,72,52.9,37.3,46.4,40.3,34.2,91,67,31,30.27,30.11,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-12,74.3,54.7,40,54.9,45.8,38.2,96,75,46,30.17,30.08,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-3-13,79.8,58.1,40.9,56.1,48.1,39.4,97,73,36,30.17,30.07,4,1,6,0,kcasanta225,38.462,-122.629,460
2013-3-14,70.8,56.4,44.4,54.2,47.8,41.3,95,75,49,30.17,30.09,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-15,74.1,56.6,42.5,51.8,45,38.7,88,67,39,30.14,30.03,5,1,7,0,kcasanta225,38.462,-122.629,460
2013-3-16,75.8,57.9,42.3,48.2,42,31.7,92,61,20,30.12,30.01,5,2,9,0,kcasanta225,38.462,-122.629,460
2013-3-17,69.5,53.9,40,44.1,39.8,35.1,86,62,29,30.16,30.04,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-18,67.9,52.5,39.2,46.1,41.3,35.9,92,69,40,30.13,30.03,3,1,7,0,kcasanta225,38.462,-122.629,460
2013-3-19,61.3,51,42.1,47.1,42.1,38.3,91,73,43,30.14,30.06,5,1,6,0.07,kcasanta225,38.462,-122.629,460
2013-3-20,57.6,50.7,45.3,54.1,48.4,41.8,96,92,85,30.15,30.07,5,1,6,0.49,kcasanta225,38.462,-122.629,460
2013-3-21,66.4,50.6,36.6,47.4,41.7,35,95,74,41,30.14,30.02,6,2,8,0,kcasanta225,38.462,-122.629,460
2013-3-22,67.7,51.4,36.9,39.8,34.9,27.8,91,59,24,30.13,30.04,6,2,9,0,kcasanta225,38.462,-122.629,460
2013-3-23,68.8,51.5,34.8,39.9,35.1,29.7,84,58,26,30.15,30.05,6,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-24,70.5,53.5,38.4,48.5,42,35.5,92,68,40,30.1,29.97,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-3-25,60.3,47,37,46.8,41.5,35.7,96,82,53,30.03,29.95,6,1,11,0,kcasanta225,38.462,-122.629,460
2013-3-26,65.7,50.8,41.2,49.3,43.5,39.7,96,78,50,30.01,29.95,4,1,6,0,kcasanta225,38.462,-122.629,460
2013-3-27,59.4,51,41.6,52.2,46.5,39.4,93,85,72,30.03,29.96,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-3-28,63.7,53.6,46.3,56,49.5,44.4,95,87,70,30.1,30.02,4,1,6,0.06,kcasanta225,38.462,-122.629,460
2013-3-29,76.1,57.6,43.8,56.9,49.5,43,97,78,35,30.1,30.02,6,1,10,0,kcasanta225,38.462,-122.629,460
2013-3-30,65.1,55.4,49.8,56,50.7,47.8,95,85,64,30.08,30,5,1,5,0.14,kcasanta225,38.462,-122.629,460
2013-3-31,63.1,54.6,49.5,54.4,51.8,48.4,96,91,66,30.08,30,6,1,8,0.29,kcasanta225,38.462,-122.629,460
2013-4-1,62,53.5,46.4,55.2,50.5,45.1,96,90,73,30.17,30.06,4,1,6,0.29,kcasanta225,38.462,-122.629,460
2013-4-2,67.1,52.9,43.7,55.5,48.3,42.9,97,86,58,30.2,30.1,4,1,7,0.01,kcasanta225,38.462,-122.629,460
2013-4-3,73.7,54.6,44,57,49,43,97,83,48,30.15,29.99,5,1,8,0,kcasanta225,38.462,-122.629,460
2013-4-4,57.6,52.5,47.7,55.5,51.1,46.1,97,95,91,30.13,29.99,5,2,7,0.96,kcasanta225,38.462,-122.629,460
2013-4-5,61.7,54.8,51,54.2,51.5,49,97,89,69,30.2,30.12,5,1,7,0.07,kcasanta225,38.462,-122.629,460
2013-4-6,67.1,55.5,49.4,55.3,50.9,47.3,95,85,59,30.19,30.13,6,1,8,0,kcasanta225,38.462,-122.629,460
2013-4-7,62.4,53.3,48.3,55.2,48.9,43.9,96,86,66,30.19,29.81,8,2,13,0.1,kcasanta225,38.462,-122.629,460
2013-4-8,69,54.4,42.7,45.8,37.5,23.1,91,57,18,30.06,29.81,7,2,13,0,kcasanta225,38.462,-122.629,460
2013-4-9,77.1,55.4,38.9,42.7,35.8,19.4,90,57,12,30.13,30.06,6,2,10,0,kcasanta225,38.462,-122.629,460
2013-4-10,85.1,66.8,50.2,56.8,47,41.7,74,52,25,30.18,30.03,6,2,8,0,kcasanta225,38.462,-122.629,460
2013-4-11,77,61.3,46.7,50.2,46.1,42.2,88,60,30,30.06,29.83,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-4-12,74.2,57.1,42.3,51.5,44.5,39.3,92,67,29,29.92,29.82,5,1,9,0,kcasanta225,38.462,-122.629,460
2013-4-13,75.7,58.6,44.1,49.1,42.3,36.8,89,59,33,29.91,29.8,5,1,10,0,kcasanta225,38.462,-122.629,460
2013-4-14,72.7,55.4,40.6,44,38.5,28.9,85,57,25,29.94,29.84,8,2,14,0,kcasanta225,38.462,-122.629,460
2013-4-15,61.5,49.8,38.9,43,35.4,29.7,92,62,32,29.98,29.86,8,2,10,0,kcasanta225,38.462,-122.629,460
2013-4-16,69.3,54.6,34.2,35.7,28.2,13.7,86,43,14,30.19,29.98,14,2,15,0,kcasanta225,38.462,-122.629,460
2013-4-17,70.3,59.2,48.6,30,24.7,14.5,44,28,13,30.29,30.18,8,3,17,0,kcasanta225,38.462,-122.629,460
2013-4-18,76.8,61.3,45.4,40.7,35.9,26.6,68,41,23,30.26,30.19,7,2,12,0,kcasanta225,38.462,-122.629,460
2013-4-19,80.4,62.7,45.4,54.6,45.6,39.4,83,56,29,30.23,30.07,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-4-20,81.6,63.7,47.7,49.3,43.4,37.9,77,51,23,30.12,29.98,6,1,10,0,kcasanta225,38.462,-122.629,460
2013-4-21,84.7,65.2,47.1,52.3,44.5,34.8,86,53,19,30.03,29.93,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-4-22,90.8,68.9,49,52.3,45,23.9,84,49,9,29.96,29.85,7,2,10,0,kcasanta225,38.462,-122.629,460
2013-4-23,84.3,68.2,44.8,46.4,29.3,11.4,92,31,9,29.92,29.84,11,3,24,0,kcasanta225,38.462,-122.629,460
2013-4-24,62.9,51.4,43.9,49,45.1,42.3,95,80,58,29.97,29.84,6,2,9,0,kcasanta225,38.462,-122.629,460
2013-4-25,64.2,53.1,44.9,50,46.2,42.7,93,78,59,30.14,29.98,5,2,11,0,kcasanta225,38.462,-122.629,460
2013-4-26,69.9,53.8,45.1,54.4,47.6,42.9,93,81,57,30.24,30.13,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-4-27,75.6,55.4,45.2,56.1,48.1,43.6,96,79,48,30.24,30.07,4,1,8,0,kcasanta225,38.462,-122.629,460
2013-4-28,83.7,62.9,42.8,56.2,49.3,41.1,96,66,34,30.07,29.89,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-4-29,89.2,71.3,53.7,55.1,49.7,46.6,81,50,27,29.9,29.76,4,2,7,0,kcasanta225,38.462,-122.629,460
2013-4-30,86.9,70.3,50.3,48.5,29,-12.8,83,36,2,29.87,29.78,12,3,17,0,kcasanta225,38.462,-122.629,460
2013-5-1,72.3,72,71.3,9.9,8,7.2,9,8,8,29.86,29.84,7,5,8,0,kcasanta225,38.462,-122.629,460
2013-5-14,85.1,73.7,53.1,51.9,48.7,45.1,75,44,29,29.97,29.87,4,2,7,0,kcasanta225,38.462,-122.629,460
2013-5-15,79,61.4,44.4,49.7,45.2,41.5,91,59,30,30.02,29.96,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-5-16,72.4,60.4,49.9,53.4,48.2,44.8,83,65,42,30.01,29.93,9,2,15,0,kcasanta225,38.462,-122.629,460
2013-5-17,70.5,56.8,44.1,47.1,43.7,40.8,90,65,38,30.07,29.96,6,2,10,0,kcasanta225,38.462,-122.629,460
2013-5-18,81.9,62.2,42.8,49.2,44.7,39.5,89,57,26,30.13,30.05,7,2,11,0,kcasanta225,38.462,-122.629,460
2013-5-19,83.6,66.4,46.8,47.8,42.8,30,83,48,15,30.13,29.98,8,2,15,0,kcasanta225,38.462,-122.629,460
2013-5-20,88.8,72.5,51,48.3,41.7,31.5,81,38,16,30,29.89,6,2,12,0,kcasanta225,38.462,-122.629,460
2013-5-21,74.1,60.2,48.6,46.7,42.3,34.5,88,55,29,29.99,29.89,6,2,11,0,kcasanta225,38.462,-122.629,460
2013-5-22,70.7,55.3,38,39.2,32.8,25.5,71,46,21,30.04,29.89,7,2,10,0,kcasanta225,38.462,-122.629,460
2013-5-23,70.8,56.5,39.8,43.1,38.7,35.1,85,55,31,30.01,29.91,8,2,10,0,kcasanta225,38.462,-122.629,460
2013-5-24,73.7,57.8,40.4,44.1,40.5,35.9,84,56,28,30,29.91,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-5-25,72.8,59,43.9,47.1,43.2,38.6,82,58,35,30.03,29.95,5,2,10,0,kcasanta225,38.462,-122.629,460
2013-5-26,71.4,59.8,48.5,52.7,48,44.6,92,67,45,30.11,30.02,8,3,13,0,kcasanta225,38.462,-122.629,460
2013-5-27,62.1,54.6,47,56.3,49.6,43,95,84,68,30.11,30,5,1,11,0.26,kcasanta225,38.462,-122.629,460
2013-5-28,73.3,60.9,54.5,57.6,53.6,49.5,97,79,53,30.01,29.92,6,1,9,0.03,kcasanta225,38.462,-122.629,460
2013-5-29,76.2,63.9,54.3,55.3,50.4,42.3,85,64,31,29.96,29.87,5,2,10,0,kcasanta225,38.462,-122.629,460
2013-5-30,81.3,64.2,44.7,47.3,44,37.2,89,54,22,29.99,29.91,6,2,8,0,kcasanta225,38.462,-122.629,460
2013-5-31,89,69.7,49.2,51.5,47.1,43.3,82,49,22,30.01,29.9,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-6-1,93.5,74.2,53.9,54.3,48.4,44,77,44,23,29.93,29.76,5,2,10,0,kcasanta225,38.462,-122.629,460
2013-6-2,86.8,70.3,54.4,53.8,48.9,45.9,78,50,29,29.77,29.63,5,2,9,0,kcasanta225,38.462,-122.629,460
2013-6-3,69.6,59,47.8,53.5,50.2,45.6,93,74,54,29.89,29.7,5,2,10,0,kcasanta225,38.462,-122.629,460
2013-6-4,65,56.5,52,52.4,50,48.8,89,80,62,29.98,29.86,5,2,10,0,kcasanta225,38.462,-122.629,460
2013-6-5,72.3,57.7,50.3,54.5,50.4,48.2,93,78,52,30.01,29.92,5,2,9,0,kcasanta225,38.462,-122.629,460
2013-6-6,77.1,58.5,48.7,56.6,50.6,47.1,95,78,47,29.96,29.85,5,2,8,0,kcasanta225,38.462,-122.629,460
2013-6-7,94.5,68.9,48.9,60,53.1,47.5,95,64,25,29.89,29.71,4,1,5,0,kcasanta225,38.462,-122.629,460
2013-6-8,93.6,71.1,54.4,61,55.6,50.6,88,62,33,29.84,29.69,4,1,7,0,kcasanta225,38.462,-122.629,460
2013-6-9,64.2,57.7,54.4,54.2,52.7,51.1,93,84,69,29.9,29.83,6,2,8,0,kcasanta225,38.462,-122.629,460
2013-6-10,60.2,57.5,54.3,56.4,53.7,52.2,94,87,78,29.97,29.87,3,1,8,0.06,kcasanta225,38.462,-122.629,460
2013-6-11,76.6,63.3,51,58.3,53.5,49.3,94,73,49,30,29.88,4,1,11,0,kcasanta225,38.462,-122.629,460
2013-6-12,84.4,65.6,45.5,50.5,43.8,29.6,89,52,14,29.98,29.9,6,2,13,0,kcasanta225,38.462,-122.629,460
2013-6-13,84.6,66,46.6,45.9,42.8,38.4,77,47,20,30.08,29.98,5,2,11,0,kcasanta225,38.462,-122.629,460
2013-6-14,87.5,69.7,51.6,48.2,43.5,28.3,80,45,14,30,29.81,7,2,14,0,kcasanta225,38.462,-122.629,460
2013-6-15,82.2,64,45.2,52.4,47.3,37.3,82,58,33,29.97,29.82,5,1,12,0,kcasanta225,38.462,-122.629,460
2013-6-16,86.8,67.2,45.6,52.8,47.8,43,92,55,28,30.06,29.97,8,2,16,0,kcasanta225,38.462,-122.629,460
2013-6-17,81.9,65.4,49.9,54.3,50,45,85,60,37,30.07,29.99,8,2,17,0,kcasanta225,38.462,-122.629,460
